Type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,Ht,h,OD,B,b,tnom,tdes,b/tdes,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,J,C
HSS,HSS254X15.9,HSS254X15.9,93.2,11100,,,254,,,15.9,14.8,,,17.2,79.5,846,628,84.8,79.5,846,628,84.8,159000,1260
HSS,HSS254X12.7,HSS254X12.7,75.6,8970,,,254,,,12.7,11.8,,,21.5,66.2,693,519,85.9,66.2,693,519,85.9,132000,1040
HSS,HSS254X9.5,HSS254X9.5,57.4,6840,,,254,,,9.53,8.86,,,28.7,51.2,533,405,86.6,51.2,533,405,86.6,103000,808
HSS,HSS254X7.9,HSS254X7.9,48.1,5730,,,254,,,7.94,7.39,,,34.4,43.7,449,342,87.1,43.7,449,342,87.1,87000,687
HSS,HSS254X6.4,HSS254X6.4,38.8,4610,,,254,,,6.35,5.92,,,42.9,35.5,364,280,87.6,35.5,364,280,87.6,71200,559
HSS,HSS254X4.8,HSS254X4.8,29.3,3460,,,254,,,4.78,4.42,,,57.5,27,275,213,88.1,27,275,213,88.1,54100,424
HSS,HSS244.5X15.9,HSS244.5X15.9,89.5,10600,,,244,,,15.9,14.8,,,16.6,70.8,780,577,81.3,70.8,780,577,81.3,141000,1150
HSS,HSS244.5X12.7,HSS244.5X12.7,72.6,8650,,,244,,,12.7,11.8,,,20.7,58.7,639,479,82.3,58.7,639,479,82.3,117000,959
HSS,HSS244.5X9.5,HSS244.5X9.5,55.2,6580,,,244,,,9.53,8.86,,,27.6,45.8,492,374,83.3,45.8,492,374,83.3,91200,746
HSS,HSS244.5X7.9,HSS244.5X7.9,46.2,5500,,,244,,,7.94,7.39,,,33.1,38.7,416,316,83.8,38.7,416,316,83.8,77400,634
HSS,HSS244.5X6.4,HSS244.5X6.4,37.3,4430,,,244,,,6.35,5.92,,,41.3,31.6,338,259,84.3,31.6,338,259,84.3,63300,516
HSS,HSS244.5X4.8,HSS244.5X4.8,28.2,3340,,,244,,,4.78,4.42,,,55.3,24,254,197,84.8,24,254,197,84.8,47900,393
HSS,HSS219.1X15.9,HSS219.1X15.9,79.5,9480,,,219,,,15.9,14.8,,,14.8,49.5,618,454,72.4,49.5,618,454,72.4,99500,908
HSS,HSS219.1X12.7,HSS219.1X12.7,64.6,7680,,,219,,,12.7,11.8,,,18.5,41.6,508,379,73.4,41.6,508,379,73.4,82800,757
HSS,HSS219.1X9.5,HSS219.1X9.5,49.2,5850,,,219,,,9.53,8.86,,,24.7,32.4,392,295,74.4,32.4,392,295,74.4,64900,592
HSS,HSS219.1X8.2,HSS219.1X8.2,42.5,5060,,,219,,,8.18,7.62,,,28.8,28.3,341,259,74.9,28.3,341,259,74.9,56600,518
HSS,HSS219.1X6.4,HSS219.1X6.4,33.3,3960,,,219,,,6.35,5.92,,,37,22.5,269,205,75.4,22.5,269,205,75.4,45000,411
HSS,HSS219.1X4.8,HSS219.1X4.8,25.2,2980,,,219,,,4.78,4.42,,,49.6,17.2,203,157,75.9,17.2,203,157,75.9,34300,313
HSS,HSS190.5X12.7,HSS190.5X12.7,55.7,6650,,,191,,,12.7,11.8,,,16.1,26.6,377,279,63.2,26.6,377,279,63.2,53300,559
HSS,HSS190.5X9.5,HSS190.5X9.5,42.5,5060,,,191,,,9.53,8.86,,,21.5,20.9,293,220,64.3,20.9,293,220,64.3,41600,439
HSS,HSS190.5X7.9,HSS190.5X7.9,35.7,4250,,,191,,,7.94,7.39,,,25.8,17.9,247,187,64.8,17.9,247,187,64.8,35700,375
HSS,HSS190.5X6.4,HSS190.5X6.4,28.8,3430,,,191,,,6.35,5.92,,,32.2,14.7,202,154,65.3,14.7,202,154,65.3,29300,306
HSS,HSS190.5X4.8,HSS190.5X4.8,21.9,2580,,,191,,,4.78,4.42,,,43.1,11.2,153,117,65.8,11.2,153,117,65.8,22400,234
HSS,HSS177.8X12.7,HSS177.8X12.7,51.7,6160,,,178,,,12.7,11.8,,,15.1,21.3,326,239,58.9,21.3,326,239,58.9,42500,480
HSS,HSS177.8X9.5,HSS177.8X9.5,39.5,4700,,,178,,,9.53,8.86,,,20.1,16.8,254,190,59.7,16.8,254,190,59.7,33700,379
HSS,HSS177.8X7.9,HSS177.8X7.9,33.2,3950,,,178,,,7.94,7.39,,,24.1,14.4,215,162,60.2,14.4,215,162,60.2,28800,324
HSS,HSS177.8X6.4,HSS177.8X6.4,26.8,3190,,,178,,,6.35,5.92,,,30,11.8,175,133,60.7,11.8,175,133,60.7,23600,265
HSS,HSS177.8X4.8,HSS177.8X4.8,20.4,2410,,,178,,,4.78,4.42,,,40.2,9.03,133,102,61.2,9.03,133,102,61.2,18100,203
HSS,HSS177.8X3.2,HSS177.8X3.2,13.7,1620,,,178,,,3.18,2.95,,,60.3,6.2,90.1,69.6,61.7,6.2,90.1,69.6,61.7,12400,139
HSS,HSS174.6X9.5,HSS174.6X9.5,38.8,4620,,,175,,,9.53,8.86,,,19.7,15.9,244,182,58.7,15.9,244,182,58.7,31800,364
HSS,HSS174.6X7.9,HSS174.6X7.9,32.6,3880,,,175,,,7.94,7.39,,,23.6,13.6,206,156,59.2,13.6,206,156,59.2,27200,311
HSS,HSS174.6X6.4,HSS174.6X6.4,26.3,3140,,,175,,,6.35,5.92,,,29.5,11.2,169,128,59.7,11.2,169,128,59.7,22400,256
HSS,HSS174.6X4.8,HSS174.6X4.8,20,2360,,,175,,,4.78,4.42,,,39.5,8.57,128,98.2,60.2,8.57,128,98.2,60.2,17100,197
HSS,HSS168.3X12.7,HSS168.3X12.7,48.7,5810,,,168,,,12.7,11.8,,,14.2,17.9,290,213,55.4,17.9,290,213,55.4,35800,424
HSS,HSS168.3X11,HSS168.3X11,42.6,5070,,,168,,,11.1,10.2,,,16.5,15.9,256,188,55.9,15.9,256,188,55.9,31800,379
HSS,HSS168.3X9.5,HSS168.3X9.5,37.3,4440,,,168,,,9.53,8.86,,,19,14.2,226,169,56.4,14.2,226,169,56.4,28300,336
HSS,HSS168.3X7.9,HSS168.3X7.9,31.3,3740,,,168,,,7.94,7.39,,,22.8,12.1,192,144,56.9,12.1,192,144,56.9,24200,288
HSS,HSS168.3X7.1,HSS168.3X7.1,28.3,3350,,,168,,,7.11,6.6,,,25.5,11,172,130,57.2,11,172,130,57.2,21900,261
HSS,HSS168.3X6.4,HSS168.3X6.4,25.4,3020,,,168,,,6.35,5.92,,,28.4,9.95,156,118,57.4,9.95,156,118,57.4,19900,236
HSS,HSS168.3X4.8,HSS168.3X4.8,19.2,2280,,,168,,,4.78,4.42,,,38.1,7.66,119,90.8,57.9,7.66,119,90.8,57.9,15300,182
HSS,HSS168.3X3.2,HSS168.3X3.2,12.9,1530,,,168,,,3.18,2.95,,,57.1,5.24,80.6,62.1,58.4,5.24,80.6,62.1,58.4,10400,124
HSS,HSS152.4X12.7,HSS152.4X12.7,43.7,5220,,,152,,,12.7,11.8,,,12.9,13,234,170,49.8,13,234,170,49.8,26000,341
HSS,HSS152.4X9.5,HSS152.4X9.5,33.6,4000,,,152,,,9.53,8.86,,,17.2,10.3,184,136,50.8,10.3,184,136,50.8,20700,272
HSS,HSS152.4X7.9,HSS152.4X7.9,28.2,3370,,,152,,,7.94,7.39,,,20.6,8.87,156,117,51.3,8.87,156,117,51.3,17700,233
HSS,HSS152.4X7.1,HSS152.4X7.1,25.5,3030,,,152,,,7.11,6.6,,,23.1,8.03,140,106,51.6,8.03,140,106,51.6,16100,211
HSS,HSS152.4X6.4,HSS152.4X6.4,22.9,2720,,,152,,,6.35,5.92,,,25.8,7.33,127,96,51.8,7.33,127,96,51.8,14700,192
HSS,HSS152.4X4.8,HSS152.4X4.8,17.4,2050,,,152,,,4.78,4.42,,,34.5,5.62,96.8,73.9,52.3,5.62,96.8,73.9,52.3,11200,148
HSS,HSS152.4X3.2,HSS152.4X3.2,11.7,1380,,,152,,,3.18,2.95,,,51.7,3.86,65.9,50.6,52.8,3.86,65.9,50.6,52.8,7740,101
HSS,HSS141.3X12.7,HSS141.3X12.7,40.3,4810,,,141,,,12.7,11.8,,,12,10.2,198,144,46,10.2,198,144,46,20300,287
HSS,HSS141.3X9.5,HSS141.3X9.5,30.9,3690,,,141,,,9.53,8.86,,,15.9,8.12,156,115,47,8.12,156,115,47,16200,229
HSS,HSS141.3X6.6,HSS141.3X6.6,21.8,2590,,,141,,,6.55,6.1,,,23.2,5.91,111,83.9,47.8,5.91,111,83.9,47.8,11900,167
HSS,HSS141.3X4.8,HSS141.3X4.8,16.1,1900,,,141,,,4.78,4.42,,,32,4.45,82.8,63.1,48.5,4.45,82.8,63.1,48.5,8910,126
HSS,HSS141.3X3.4,HSS141.3X3.4,11.6,1370,,,141,,,3.4,3.15,,,44.9,3.26,60.1,46.2,48.8,3.26,60.1,46.2,48.8,6530,92.4
HSS,HSS139.7X12.7,HSS139.7X12.7,39.8,4750,,,140,,,12.7,11.8,,,11.8,9.78,193,140,45.5,9.78,193,140,45.5,19600,280
HSS,HSS139.7X9.5,HSS139.7X9.5,30.6,3650,,,140,,,9.53,8.86,,,15.8,7.83,152,112,46.5,7.83,152,112,46.5,15700,225
HSS,HSS139.7X6.6,HSS139.7X6.6,21.5,2560,,,140,,,6.55,6.1,,,22.9,5.7,109,81.9,47.2,5.7,109,81.9,47.2,11400,164
HSS,HSS127X12.7,HSS127X12.7,35.8,4270,,,127,,,12.7,11.8,,,10.8,7.16,157,113,40.9,7.16,157,113,40.9,14300,226
HSS,HSS127X9.5,HSS127X9.5,27.6,3290,,,127,,,9.53,8.86,,,14.3,5.79,124,90.9,41.9,5.79,124,90.9,41.9,11500,182
HSS,HSS127X7.9,HSS127X7.9,23.3,2770,,,127,,,7.94,7.39,,,17.2,4.99,106,78.5,42.4,4.99,106,78.5,42.4,9990,157
HSS,HSS127X6.6,HSS127X6.6,19.5,2320,,,127,,,6.55,6.1,,,20.8,4.25,89.1,66.9,42.9,4.25,89.1,66.9,42.9,8490,134
HSS,HSS127X6.4,HSS127X6.4,18.9,2250,,,127,,,6.35,5.92,,,21.5,4.14,86.9,65.1,42.9,4.14,86.9,65.1,42.9,8280,130
HSS,HSS127X4.8,HSS127X4.8,14.4,1700,,,127,,,4.78,4.42,,,28.7,3.2,66.4,50.5,43.4,3.2,66.4,50.5,43.4,6410,101
HSS,HSS127X3.2,HSS127X3.2,9.69,1150,,,127,,,3.18,2.95,,,43.1,2.21,45.4,34.7,43.9,2.21,45.4,34.7,43.9,4410,69.6
HSS,HSS114.3X9.5,HSS114.3X9.5,24.6,2940,,,114,,,9.53,8.86,,,12.9,4.11,98.8,71.9,37.3,4.11,98.8,71.9,37.3,8200,144
HSS,HSS114.3X8.6,HSS114.3X8.6,22.3,2660,,,114,,,8.56,7.95,,,14.4,3.78,90.1,66,37.6,3.78,90.1,66,37.6,7530,132
HSS,HSS114.3X6,HSS114.3X6,16.1,1910,,,114,,,6.02,5.59,,,20.5,2.83,66,49.5,38.6,2.83,66,49.5,38.6,5660,99
HSS,HSS114.3X4.8,HSS114.3X4.8,12.9,1520,,,114,,,4.78,4.42,,,25.9,2.31,53.4,40.3,38.9,2.31,53.4,40.3,38.9,4620,80.8
HSS,HSS114.3X3.2,HSS114.3X3.2,8.7,1030,,,114,,,3.18,2.95,,,38.8,1.6,36.5,28,39.4,1.6,36.5,28,39.4,3200,55.9
HSS,HSS101.6X8,HSS101.6X8,18.4,2190,,,102,,,7.94,7.39,,,13.7,2.44,65.7,48,33.5,2.44,65.7,48,33.5,4870,96.2
HSS,HSS101.6X6.4,HSS101.6X6.4,14.9,1780,,,102,,,6.35,5.92,,,17.2,2.04,54.2,40.1,33.8,2.04,54.2,40.1,33.8,4090,80.5
HSS,HSS101.6X6,HSS101.6X6,14.2,1680,,,102,,,6.02,5.59,,,18.2,1.95,51.6,38.3,34,1.95,51.6,38.3,34,3900,76.7
HSS,HSS101.6X5.7,HSS101.6X5.7,13.6,1610,,,102,,,5.74,5.33,,,19,1.87,49.5,36.9,34,1.87,49.5,36.9,34,3750,73.7
HSS,HSS101.6X5.6,HSS101.6X5.6,13.2,1570,,,102,,,5.59,5.21,,,19.5,1.84,48.5,36.2,34,1.84,48.5,36.2,34,3680,72.3
HSS,HSS101.6X4.8,HSS101.6X4.8,11.4,1350,,,102,,,4.78,4.42,,,23,1.59,41.8,31.5,34.3,1.59,41.8,31.5,34.3,3190,62.8
HSS,HSS101.6X3.2,HSS101.6X3.2,7.7,916,,,102,,,3.18,2.95,,,34.5,1.11,28.7,22,34.8,1.11,28.7,22,34.8,2220,43.8
HSS,HSS88.9X8,HSS88.9X8,15.9,1890,,,88.9,,,7.95,7.39,,,12,1.59,49.2,35.7,29,1.59,49.2,35.7,29,3170,71.3
HSS,HSS88.9X7.6,HSS88.9X7.6,15.3,1820,,,88.9,,,7.62,7.09,,,12.5,1.54,47.5,34.6,29,1.54,47.5,34.6,29,3070,69.2
HSS,HSS88.9X6.4,HSS88.9X6.4,12.9,1540,,,88.9,,,6.35,5.92,,,15,1.34,40.8,30,29.5,1.34,40.8,30,29.5,2670,60
HSS,HSS88.9X5.5,HSS88.9X5.5,11.3,1340,,,88.9,,,5.49,5.11,,,17.4,1.18,35.9,26.7,29.7,1.18,35.9,26.7,29.7,2370,53.3
HSS,HSS88.9X5.2,HSS88.9X5.2,10.6,1270,,,88.9,,,5.16,4.8,,,18.5,1.12,33.9,25.2,29.7,1.12,33.9,25.2,29.7,2250,50.6
HSS,HSS88.9X4.8,HSS88.9X4.8,9.9,1170,,,88.9,,,4.78,4.42,,,20.1,1.05,31.6,23.6,30,1.05,31.6,23.6,30,2100,47.2
HSS,HSS88.9X3.2,HSS88.9X3.2,6.71,794,,,88.9,,,3.18,2.95,,,30.2,0.737,21.8,16.6,30.5,0.737,21.8,16.6,30.5,1470,33.1
HSS,HSS76.2X6.4,HSS76.2X6.4,10.9,1310,,,76.2,,,6.35,5.92,,,12.9,0.812,29.3,21.3,24.9,0.812,29.3,21.3,24.9,1620,42.6
HSS,HSS76.2X5.5,HSS76.2X5.5,9.57,1140,,,76.2,,,5.49,5.11,,,14.9,0.724,25.9,19,25.2,0.724,25.9,19,25.2,1450,38
HSS,HSS76.2X5.2,HSS76.2X5.2,9.03,1080,,,76.2,,,5.16,4.8,,,15.9,0.691,24.6,18,25.3,0.691,24.6,18,25.3,1380,36.2
HSS,HSS76.2X4.8,HSS76.2X4.8,8.41,994,,,76.2,,,4.78,4.42,,,17.2,0.645,22.8,16.9,25.4,0.645,22.8,16.9,25.4,1290,33.8
HSS,HSS76.2X3.9,HSS76.2X3.9,6.89,819,,,76.2,,,3.86,3.58,,,21.3,0.541,18.8,14.2,25.7,0.541,18.8,14.2,25.7,1080,28.3
HSS,HSS76.2X3.4,HSS76.2X3.4,6.11,723,,,76.2,,,3.4,3.15,,,24.2,0.483,16.9,12.7,25.9,0.483,16.9,12.7,25.9,966,25.4
HSS,HSS76.2X3.2,HSS76.2X3.2,5.72,677,,,76.2,,,3.18,2.95,,,25.9,0.454,15.8,12,25.9,0.454,15.8,12,25.9,912,23.9
HSS,HSS73X6.4,HSS73X6.4,10.4,1250,,,73,,,6.35,5.92,,,12.3,0.708,26.7,19.3,23.8,0.708,26.7,19.3,23.8,1420,38.8
HSS,HSS73X5.2,HSS73X5.2,8.63,1030,,,73,,,5.16,4.8,,,15.2,0.604,22.5,16.6,24.2,0.604,22.5,16.6,24.2,1200,32.9
HSS,HSS73X4.8,HSS73X4.8,8.04,955,,,73,,,4.78,4.42,,,16.5,0.562,20.8,15.4,24.3,0.562,20.8,15.4,24.3,1120,30.8
HSS,HSS73X3.2,HSS73X3.2,5.47,652,,,73,,,3.18,2.95,,,24.8,0.399,14.5,10.9,24.8,0.399,14.5,10.9,24.8,799,21.8
HSS,HSS63.5X6.4,HSS63.5X6.4,8.95,1070,,,63.5,,,6.35,5.92,,,10.7,0.45,19.7,14.1,20.5,0.45,19.7,14.1,20.5,895,28.2
HSS,HSS63.5X4.8,HSS63.5X4.8,6.91,819,,,63.5,,,4.78,4.42,,,14.4,0.36,15.5,11.3,21,0.36,15.5,11.3,21,720,22.6
HSS,HSS63.5X3.2,HSS63.5X3.2,4.72,561,,,63.5,,,3.18,2.95,,,21.6,0.258,10.8,8.11,21.4,0.258,10.8,8.11,21.4,516,16.2
HSS,HSS60.3X6.4,HSS60.3X6.4,8.45,1010,,,60.3,,,6.35,5.92,,,10.2,0.379,17.5,12.6,19.4,0.379,17.5,12.6,19.4,758,25.1
HSS,HSS60.3X5.5,HSS60.3X5.5,7.48,897,,,60.3,,,5.54,5.16,,,11.7,0.343,15.7,11.4,19.6,0.343,15.7,11.4,19.6,687,22.8
HSS,HSS60.3X4.8,HSS60.3X4.8,6.54,774,,,60.3,,,4.78,4.42,,,13.6,0.305,13.8,10.1,19.8,0.305,13.8,10.1,19.8,612,20.2
HSS,HSS60.3X3.9,HSS60.3X3.9,5.44,645,,,60.3,,,3.91,3.63,,,16.6,0.261,11.7,8.65,20.1,0.261,11.7,8.65,20.1,520,17.4
HSS,HSS60.3X3.2,HSS60.3X3.2,4.47,531,,,60.3,,,3.18,2.95,,,20.5,0.219,9.7,7.26,20.3,0.219,9.7,7.26,20.3,437,14.5
HSS,HSS48.3X4.8,HSS48.3X4.8,5.12,608,,,48.3,,,4.78,4.42,,,10.9,0.148,8.52,6.13,15.6,0.148,8.52,6.13,15.6,296,12.2
HSS,HSS48.3X3.7,HSS48.3X3.7,4.05,483,,,48.3,,,3.68,3.43,,,14.1,0.122,6.9,5.06,15.9,0.122,6.9,5.06,15.9,244,10.1
HSS,HSS48.3X3.0,HSS48.3X3.0,3.4,403,,,48.3,,,3.05,2.82,,,17.1,0.104,5.83,4.33,16.1,0.104,5.83,4.33,16.1,209,8.64
HSS,HSS42.2X3.6,HSS42.2X3.6,3.38,403,,,42.2,,,3.56,3.3,,,12.8,0.0766,5,3.64,13.8,0.0766,5,3.64,13.8,153,7.28
